elapsed time,receive time,header.stamp,topic,value
3.990581059,1709163226.684336563,0.000000000,/odom.pose.pose.position.x,-5.314723968505859
4.091200949,1709163226.784956453,0.000000000,/odom.pose.pose.position.x,-5.482242584228516
4.191319755,1709163226.885075259,0.000000000,/odom.pose.pose.position.x,-5.652288436889648
4.291158603,1709163226.984914107,0.000000000,/odom.pose.pose.position.x,-5.824862957000732
4.391447277,1709163227.085202781,0.000000000,/odom.pose.pose.position.x,-6.000035762786865
4.490756109,1709163227.184511613,0.000000000,/odom.pose.pose.position.x,-6.17780065536499
4.590552794,1709163227.284308298,0.000000000,/odom.pose.pose.position.x,-6.358131408691406
4.691392764,1709163227.385148268,0.000000000,/odom.pose.pose.position.x,-6.541032314300537
4.791278702,1709163227.485034206,0.000000000,/odom.pose.pose.position.x,-6.71154260635376
4.890013879,1709163227.583769383,0.000000000,/odom.pose.pose.position.x,-6.8992228507995605
4.990878799,1709163227.684634303,0.000000000,/odom.pose.pose.position.x,-7.089329242706299
5.089785232,1709163227.783540736,0.000000000,/odom.pose.pose.position.x,-7.281937122344971
5.190048025,1709163227.883803529,0.000000000,/odom.pose.pose.position.x,-7.479000568389893
5.291682148,1709163227.985437652,0.000000000,/odom.pose.pose.position.x,-7.67661190032959
5.391521078,1709163228.085276582,0.000000000,/odom.pose.pose.position.x,-7.876705646514893
5.490357734,1709163228.184113238,0.000000000,/odom.pose.pose.position.x,-8.07923698425293
5.590696033,1709163228.284451537,0.000000000,/odom.pose.pose.position.x,-8.28628158569336
5.689305254,1709163228.383060758,0.000000000,/odom.pose.pose.position.x,-8.493738174438477
5.789517658,1709163228.483273162,0.000000000,/odom.pose.pose.position.x,-8.70368766784668
5.890505908,1709163228.584261412,0.000000000,/odom.pose.pose.position.x,-8.916112899780273
5.990816313,1709163228.684571817,0.000000000,/odom.pose.pose.position.x,-9.133113861083984
6.091110594,1709163228.784866098,0.000000000,/odom.pose.pose.position.x,-9.350408554077148
6.190862013,1709163228.884617517,0.000000000,/odom.pose.pose.position.x,-9.570183753967285
6.290596529,1709163228.984352033,0.000000000,/odom.pose.pose.position.x,-9.792346954345703
6.390868571,1709163229.084624075,0.000000000,/odom.pose.pose.position.x,-10.019225120544434
6.48938892,1709163229.183144424,0.000000000,/odom.pose.pose.position.x,-10.246339797973633
6.590506271,1709163229.284261775,0.000000000,/odom.pose.pose.position.x,-10.475913047790527
6.689124753,1709163229.382880257,0.000000000,/odom.pose.pose.position.x,-10.7079439163208
6.788993525,1709163229.482749029,0.000000000,/odom.pose.pose.position.x,-10.942414283752441
6.889331898,1709163229.583087402,0.000000000,/odom.pose.pose.position.x,-11.179356575012207
6.989438883,1709163229.683194387,0.000000000,/odom.pose.pose.position.x,-11.418734550476074
7.089228084,1709163229.782983588,0.000000000,/odom.pose.pose.position.x,-11.660544395446777
7.188530174,1709163229.882285678,0.000000000,/odom.pose.pose.position.x,-11.907196044921875
7.288826915,1709163229.982582419,0.000000000,/odom.pose.pose.position.x,-12.156280517578125
7.389480068,1709163230.083235572,0.000000000,/odom.pose.pose.position.x,-12.405327796936035
7.488562447,1709163230.182317951,0.000000000,/odom.pose.pose.position.x,-12.656891822814941
7.587948993,1709163230.281704497,0.000000000,/odom.pose.pose.position.x,-12.910886764526367
